metric,mean__chm,mean__veg_height_mean,mean__veg_height_median,mean__crr,mean__veg_height_q10,mean__veg_height_q20,mean__veg_height_q30,mean__veg_height_q40,mean__veg_height_q50,mean__veg_height_q60,mean__veg_height_q70,mean__veg_height_q80,mean__veg_height_q90,mean__veg_height_sd,mean__veg_height_cv,mean__veg_height_skew,mean__veg_height_kurt,mean__veg_height_gini,mean__canopy_cover_gt1m,mean__canopy_cover_gt1m_w,mean__fhd,mean__fhd_w,mean__vci,mean__vci_w,mean__shann_capture,mean__shann_capture_w,mean__norm_shann_capture,mean__norm_shann_capture_w,max__chm,sd__chm,sd__veg_height_mean,sd__veg_height_median,sd__crr,sd__veg_height_q10,sd__veg_height_q20,sd__veg_height_q30,sd__veg_height_q40,sd__veg_height_q50,sd__veg_height_q60,sd__veg_height_q70,sd__veg_height_q80,sd__veg_height_q90,sd__veg_height_sd,sd__veg_height_cv,sd__veg_height_skew,sd__veg_height_kurt,sd__veg_height_gini,sd__canopy_cover_gt1m,sd__canopy_cover_gt1m_w,sd__fhd,sd__fhd_w,sd__vci,sd__vci_w,sd__shann_capture,sd__shann_capture_w,sd__norm_shann_capture,sd__norm_shann_capture_w,cv__chm,cv__veg_height_mean,cv__veg_height_median,cv__veg_height_q10,cv__veg_height_q20,cv__veg_height_q30,cv__veg_height_q40,cv__veg_height_q50,cv__veg_height_q60,cv__veg_height_q70,cv__veg_height_q80,cv__veg_height_q90,cv__veg_height_sd
mean__veg_height_kurt,0.24130436337206723,0.35069225527283454,0.3476818217770307,0.5333037277336183,0.6026172871723048,0.5766533162266708,0.5088877023902847,0.4242209419587149,0.3476818217770307,0.2916250069956727,0.2596340296288611,0.24532758025679083,0.2403349363101946,0.0857048770953235,-0.3372760739148002,-0.6196871721114385,1.0,-0.4672820519975833,0.09450567274368486,0.09330305543613956,0.07564608316840714,0.054391046071246875,-0.1027335116684984,-0.1310919689942019,0.12549921874923664,0.12098001199208037,-0.020717509000021884,-0.015069701320210543,0.2046582895190535,0.19303793888943832,0.2382596372184258,0.1442500186630313,0.053036622225866914,0.5004141522048238,0.3564270154974712,0.25020121620244523,0.17817921044070614,0.1442500186630313,0.13796189206924017,0.1473366059052898,0.1612331753884229,0.17497157879944616,0.21238225540344313,0.1679216887256357,0.5347600096276682,0.7793321579104289,0.154231527962908,0.043504211335287354,0.051977505476867206,0.2461756379579374,0.2119010851978968,0.01951926407143337,-0.019599735503658306,0.3280523090188975,0.32799034181135917,0.08179761599305897,0.07525477868883179,-0.051049709485470066,-0.052564677978348566,-0.11107063707199437,0.004909827077233736,-0.032842114578395414,-0.07755909144206354,-0.10862852941232355,-0.11107063707199437,-0.09562365676934181,-0.07879154412347693,-0.06630714682752009,-0.057175429075740254,0.15411158060841287
mean__veg_height_gini,-0.008750514585747047,-0.20921573501807916,-0.21770214599094123,-0.91528410655796,-0.6600648923637882,-0.5492122773424769,-0.42132520445434063,-0.3069430371361071,-0.21770214599094123,-0.15290738811517163,-0.10501434334570105,-0.06906705675085385,-0.03885773577841362,0.21832318182102667,0.9853506133962291,0.7947175164803054,-0.4672820519975833,1.0,-0.48887188858360664,-0.5124729093444433,-0.28857896811903366,-0.27991876181666164,-0.48116906748044685,-0.4595084684996685,-0.3718853415528884,-0.3945780381898177,-0.5990238604806131,-0.6127024203949983,0.11234852287142202,0.28318185870476026,0.20234755006805819,0.28209691856227165,0.5841895221852358,-0.16421647167432926,0.05659817895158212,0.18055400798304047,0.2474338343887165,0.28209691856227165,0.29703926128937475,0.3015954812963843,0.29977000113553914,0.29452452748044744,0.3060954341044069,0.6866981404600178,0.24504078148529218,0.02047467410267169,0.6163933492929623,0.39069373299704735,0.3778644964599099,0.3639574878077907,0.36413510299959934,0.2744843061213141,0.26508092816217393,0.22295606299571916,0.17245991623345505,0.15841999567114123,0.11685103676584675,0.5266944830009873,0.6524558882999733,0.7536876465331462,0.7857953959769903,0.809663199391399,0.809954850337527,0.7913435581948133,0.7536876465331462,0.7083946009514098,0.6638342559551085,0.6232262364597309,0.5805470175439871,0.37704533917586075
mean__canopy_cover_gt1m,0.6070442047657275,0.652901129285182,0.635115176301371,0.5482462602580755,0.6697952571519744,0.6578544927655887,0.6399969351211101,0.634217136193893,0.635115176301371,0.6362932339737256,0.6330053426736971,0.6265576899817993,0.6177141277257185,0.48161585993005473,-0.4768693711175993,-0.5055849959590486,0.09450567274368486,-0.48887188858360664,1.0,0.9983584081671862,0.8469058019548198,0.8439086320276428,0.5960917952988667,0.5863601618540515,0.8991861287216892,0.9084382751233531,0.6774454613121071,0.7015019328381801,0.49404042089475847,0.2609520816547326,0.3615407533362932,0.3650759661486203,-0.41685806394029334,0.46566700713068626,0.3788136873759217,0.3613281009838842,0.3667342891982286,0.3650759661486203,0.3534860712516918,0.33448650563459464,0.3135003121403416,0.29133343969525305,0.29066730667620727,-0.5212814742384858,-0.012579322699062102,0.11108665701588959,-0.523743565123295,-0.841289207149666,-0.8187094724503573,-0.4161096828145864,-0.3929595303992812,-0.8167377494477936,-0.8095904948441784,-0.40246106384313984,-0.36663204001926636,-0.7732938132161006,-0.7484794694296495,-0.6139365879951587,-0.6310569942975756,-0.5560836160504684,-0.4910795229401653,-0.5232356932171691,-0.5341147137004243,-0.5429238679110665,-0.5560836160504684,-0.5715879596146095,-0.5835621331771583,-0.5932705000136267,-0.5986612548575825,-0.49430031968463123
mean__canopy_cover_gt1m_w,0.585883573512746,0.637441439423001,0.62107122910102,0.5627119721427378,0.666854356967512,0.6517055341449568,0.6306431093540642,0.6222560059520715,0.62107122910102,0.620628190368819,0.6158311867721693,0.608036281570694,0.5979607470879984,0.45837944913053846,-0.503716012456087,-0.5163819496631529,0.09330305543613956,-0.5124729093444433,0.9983584081671862,1.0,0.8329977197441633,0.8303715276651169,0.6059029805300904,0.5962953383160756,0.888538603635707,0.8999552760382923,0.6921563619684507,0.7175647450756792,0.46693240029256733,0.23144062367714227,0.3335402074864867,0.3372469670493194,-0.43861362407818416,0.44763015445722404,0.3558636283716002,0.33570866940703337,0.3398202566774364,0.3372469670493194,0.3250312561209363,0.30550750435396856,0.2842123958439565,0.2618819851660803,0.26103839418717617,-0.5519265795354447,-0.0367936453228273,0.08887492933649718,-0.5484796358976972,-0.8441447231956501,-0.8220476683260467,-0.44104599360417374,-0.4196701501131266,-0.8155105536832241,-0.8083065329858584,-0.4227126380378546,-0.3860142566831073,-0.7690458738606809,-0.7431153704987374,-0.625685655475478,-0.6489399741168905,-0.5788271945070871,-0.5197442462037695,-0.5523553977281913,-0.5617456655296197,-0.568179178268729,-0.5788271945070871,-0.5919704481188929,-0.6018099342364276,-0.609564083505834,-0.6129960754990404,-0.5071160024407285
mean__fhd,0.7412805139498765,0.771543814706746,0.7619131212648466,0.43920450560176494,0.6745721615090534,0.7263948037089636,0.7453231568056878,0.7554793559295186,0.7619131212648466,0.7644262649168195,0.7620615864846901,0.7568219889077945,0.7496137510133092,0.6343988708324285,-0.2742481794214548,-0.49865214734310154,0.07564608316840714,-0.28857896811903366,0.8469058019548198,0.8329977197441633,1.0,0.9991094324132954,0.6498080214067531,0.645039962449983,0.9869201342907831,0.9816538773321113,0.629528419424108,0.6402147621401653,0.5923318018681127,0.3305957847663446,0.4518098514774347,0.4613665414822474,-0.28891620897540016,0.5843349269235913,0.509087842857741,0.4817654781949976,0.4740110781476668,0.4613665414822474,0.44143630026316255,0.4171584442701633,0.3918184039454266,0.36494792561377964,0.3785287821460342,-0.3327066960511974,0.019807043385587947,0.17992549293472931,-0.34824968577311866,-0.7776921519184987,-0.7533857244972731,-0.19343487216663957,-0.18660392904931672,-0.7226858433085593,-0.7380575578391672,-0.18183821513222906,-0.1461662930407815,-0.6836579814836578,-0.6649434610590044,-0.5845687837175397,-0.5624289527369828,-0.4698418206358529,-0.30290355614272424,-0.38053412996662234,-0.4174033931600512,-0.4427217383086211,-0.4698418206358529,-0.4971781678639013,-0.5198086315951713,-0.5396648069720649,-0.5565773428689432,-0.49307549754936764
mean__fhd_w,0.7350283649798953,0.7630734262186631,0.7534411514049457,0.42677216291994247,0.6617666664437862,0.713887788017702,0.7339685392633012,0.7456342133228163,0.7534411514049457,0.7570149756395496,0.7552679909836931,0.7503601895150374,0.7432896167955207,0.6310161908360502,-0.2697350657902131,-0.48601597856565515,0.054391046071246875,-0.27991876181666164,0.8439086320276428,0.8303715276651169,0.9991094324132954,1.0,0.6576333229009467,0.6552454329088125,0.9837348630575948,0.9787712472305375,0.6335434945012729,0.6440763064640456,0.5862910669317193,0.3274076799642314,0.4469224110977194,0.4579539300567925,-0.2933296686172401,0.5729756431222145,0.5008859160665666,0.4758336185587403,0.4696980461706384,0.4579539300567925,0.43839285760170466,0.41414143640825807,0.3887620117147845,0.3618394216481392,0.3745552591442959,-0.3422225948992672,0.005308354750037048,0.15969370123993507,-0.3561138898774787,-0.7808185936512652,-0.75593995712242,-0.2039109456736686,-0.19583433416911566,-0.7247034500199222,-0.738625590826815,-0.19213659342020384,-0.15614458939448347,-0.6855746651134035,-0.6663668544263304,-0.5836752115482776,-0.5631524893714359,-0.4700630516770937,-0.30750814141157384,-0.38362945174053625,-0.41914931940165495,-0.4434639686473607,-0.4700630516770937,-0.4972824686494188,-0.5197926705615745,-0.5394644259132518,-0.5561290363955282,-0.4968291156142092
mean__vci,0.07608193808086815,0.16335959500865257,0.17142926723282045,0.4485495867954972,0.3070789065897384,0.2815700771005541,0.23467811064610053,0.19676406648522177,0.17142926723282045,0.15230001598156317,0.13282671269944601,0.11354257730251735,0.09509287157973867,-0.032898678036947515,-0.5436064359869024,-0.4883892375704067,-0.1027335116684984,-0.48116906748044685,0.5960917952988667,0.6059029805300904,0.6498080214067531,0.6576333229009467,1.0,0.9982628364660061,0.6341970747921286,0.6448519568368425,0.969550164233012,0.9598926106297281,-0.1891713109705368,-0.3909487090064382,-0.2816809187923032,-0.2658246793539396,-0.7260123156419731,-0.01734646106550045,-0.1487004007130705,-0.21544937120049273,-0.24367458710809267,-0.2658246793539396,-0.28997441638467675,-0.31595602741560874,-0.3398829082077052,-0.3635111343357742,-0.36170834049415074,-0.7240292260776341,-0.5737744186440092,-0.3630272707677846,-0.7195729602898475,-0.6110870594001032,-0.5743052131485699,-0.5609861346807333,-0.5639277440830326,-0.5010352768531292,-0.4890864422281377,-0.47544123110210984,-0.4120804151227657,-0.4243516190446317,-0.37002377654188556,-0.8183533399412106,-0.834063801124473,-0.8023974536699646,-0.6238890237833574,-0.7266230921667652,-0.7718683157115508,-0.7907090831729955,-0.8023974536699646,-0.8120246369764649,-0.8183547973365298,-0.8222137041043285,-0.8218998468217062,-0.814786568058512
mean__vci_w,0.07157512325773228,0.15412219612575304,0.16198791612347377,0.4234907908519163,0.28775500687207073,0.2638063342553649,0.21969631816854526,0.1847856192604327,0.16198791612347377,0.14477722427053524,0.12655670910801978,0.10808245405191692,0.09014296865182916,-0.0319130003136153,-0.5266500317819711,-0.46409759744559725,-0.1310919689942019,-0.4595084684996685,0.5863601618540515,0.5962953383160756,0.645039962449983,0.6552454329088125,0.9982628364660061,1.0,0.6259452083070659,0.6366882856817335,0.962033949360719,0.9523303574101106,-0.18947429115620643,-0.38588726918560085,-0.280175745658469,-0.2622807930554876,-0.7220292521098725,-0.02897928313491393,-0.15384761318757884,-0.21629260560740982,-0.24173458759458089,-0.2622807930554876,-0.28562234395152764,-0.3112870738951825,-0.33505078056761356,-0.35855589934718135,-0.3578989216071299,-0.7257878388415295,-0.5842241352138166,-0.3833464396498876,-0.720185464698627,-0.6101099786633837,-0.5728887627536464,-0.5667595269796661,-0.5678836820867136,-0.5009803152090904,-0.4873650737918074,-0.4826219851227496,-0.4197282473156797,-0.42539059024606807,-0.371241602104272,-0.8063194917246094,-0.8234788802223464,-0.7905062280410243,-0.6195425833916557,-0.7190708551734102,-0.761999870040843,-0.7794077053806013,-0.7905062280410243,-0.8001591040867642,-0.8065491067612168,-0.810394498580767,-0.8100307806623254,-0.8093842370081181
mean__shann_capture,0.7300191216487003,0.7748878825181938,0.7631589580999271,0.4969447815379518,0.7271504330337762,0.7609233736560795,0.764328933312876,0.7637036507251549,0.7631589580999271,0.7613461742348533,0.756235276702237,0.7490258913043418,0.7399633021999097,0.6023527100834782,-0.35581717503109705,-0.5341607059026852,0.12549921874923664,-0.3718853415528884,0.8991861287216892,0.888538603635707,0.9869201342907831,0.9837348630575948,0.6341970747921286,0.6259452083070659,1.0,0.9990262830913696,0.6532111034430178,0.669137513475988,0.6008609154885268,0.32979903301269453,0.4441206977323282,0.4437300902886962,-0.3358918427964349,0.5826949883460831,0.4919196544152908,0.46094248480146666,0.4539707323563513,0.4437300902886962,0.4269086100458009,0.40580372515900076,0.3835749191027861,0.3601186911863442,0.36831869025128633,-0.39014902754188324,0.015229199026456378,0.18983164365907962,-0.4063177169523282,-0.8108401521059665,-0.7920927411322235,-0.23774130659959902,-0.22958577632709237,-0.7553818094658994,-0.7690370845728406,-0.22119127506664,-0.1872529934834091,-0.7115616746969269,-0.6937713484172623,-0.5776171204267997,-0.5753071015285809,-0.49468463704563426,-0.37055288619811866,-0.4360869685669156,-0.46180235983661455,-0.47694062074333815,-0.49468463704563426,-0.5137902511503196,-0.52963605865383,-0.5437834027338505,-0.5549877809682919,-0.46916591743114205
mean__shann_capture_w,0.7153032846755245,0.7647841339092791,0.7533998092815382,0.5109937965407577,0.7302557572690138,0.7590944847454569,0.7585802559722046,0.7554976508571951,0.7533998092815382,0.7505381399637425,0.7444388907354441,0.7362943004742112,0.7263112137444309,0.583993678043286,-0.38181386888170593,-0.541802155684762,0.12098001199208037,-0.3945780381898177,0.9084382751233531,0.8999552760382923,0.9816538773321113,0.9787712472305375,0.6448519568368425,0.6366882856817335,0.9990262830913696,1.0,0.6699953860854436,0.6873936985698595,0.5848474361127298,0.31097905430414574,0.42517442180069664,0.42412018041750416,-0.3585105909839259,0.5684017108933704,0.4731650048950687,0.44102423992690754,0.434186205774602,0.42412018041750416,0.40742031483052255,0.38631877033315454,0.3641763539197955,0.34094840356621636,0.3480001415099965,-0.42083524666002714,-0.007134183488586667,0.1692365979415613,-0.4333486540935748,-0.8209615644878266,-0.8030060522829513,-0.2626498278114876,-0.2546731773790893,-0.7627660739008102,-0.7755513074976209,-0.2432152980968561,-0.20828586030620133,-0.7168050592219004,-0.6978585272458849,-0.5863186251711772,-0.5898994320401811,-0.5128660238593987,-0.3992335011925888,-0.4625950830495156,-0.48533765797845485,-0.497600386846492,-0.5128660238593987,-0.529885635613387,-0.5439042538814324,-0.5563978561961235,-0.5658669638418209,-0.4771583970125086
mean__norm_shann_capture,0.06667601853244952,0.1726177232706025,0.17736909883900323,0.5302468994014953,0.38132985481659054,0.33141661767450026,0.26400077219668777,0.21190318727445412,0.17736909883900323,0.15261362196528555,0.12971327891455342,0.10808774085088432,0.08748383733477559,-0.07017734568631354,-0.6560783141927284,-0.5387823592232519,-0.020717509000021884,-0.5990238604806131,0.6774454613121071,0.6921563619684507,0.629528419424108,0.6335434945012729,0.969550164233012,0.962033949360719,0.6532111034430178,0.6699953860854436,1.0,0.9984440841852872,-0.171098377133383,-0.3847323933104815,-0.2849945715984667,-0.28221003917419507,-0.7892283270102097,-0.014733518139546082,-0.16593328794328177,-0.2367328735640068,-0.2634786750194983,-0.28221003917419507,-0.30205053546254945,-0.32365304309716164,-0.3433719438882502,-0.3624636998465091,-0.3670932733431553,-0.7980855327947824,-0.5641087726972884,-0.33397819522146194,-0.7966609620441322,-0.6577758668457812,-0.6292754980435445,-0.624567341692437,-0.6269294008626466,-0.5547215238594856,-0.5415266583854095,-0.5341726224598156,-0.4746148889622574,-0.4726827497339188,-0.4207189075699961,-0.8079031239724754,-0.8491088563802578,-0.8324264503977291,-0.710543077822608,-0.7971674099837498,-0.8276950118462445,-0.8331118978851391,-0.8324264503977291,-0.8311891446656221,-0.8286500150542228,-0.8251931420504468,-0.8176038181430073,-0.7772884396824042
mean__norm_shann_capture_w,0.08448044816068515,0.19191256466283835,0.1960254417869853,0.543494754261967,0.4018940399281215,0.3505944645187332,0.2825361512536322,0.23045231057737256,0.1960254417869853,0.17138315823920075,0.14842026113462978,0.12663288150048205,0.10574595112398945,-0.05562210034073822,-0.668912946633462,-0.5463923122788032,-0.015069701320210543,-0.6127024203949983,0.7015019328381801,0.7175647450756792,0.6402147621401653,0.6440763064640456,0.9598926106297281,0.9523303574101106,0.669137513475988,0.6873936985698595,0.9984440841852872,1.0,-0.14723283950364285,-0.36624521595370946,-0.26662875408590475,-0.26484297826428965,-0.791488586807153,0.00039566772509448504,-0.15205999317832228,-0.2216392808611471,-0.24695536353159156,-0.26484297826428965,-0.2841943687107367,-0.3055841495108403,-0.325189576489777,-0.3441007796637407,-0.3489674113496367,-0.8098776481224104,-0.5552352553730425,-0.32592879999981617,-0.8063056612174426,-0.6768339806643725,-0.6499226787111932,-0.6337603097271743,-0.6360890760831666,-0.5773657894811138,-0.5648794291829038,-0.5450065405970211,-0.4861195656705032,-0.4955376882208459,-0.4443326356109758,-0.8022534700175042,-0.8473478282479044,-0.8310534798000873,-0.7216661611989559,-0.8042917060997729,-0.830975880977286,-0.8335759241022109,-0.8310534798000873,-0.8285717993018097,-0.8250271431891093,-0.8207828908270185,-0.8123687980903567,-0.7652080875281618
max__chm,0.8872537384361604,0.8243040270401237,0.7987516918305916,0.06611135763284176,0.5474527668354316,0.6387603631909564,0.7115092542260772,0.7642616130553707,0.7987516918305916,0.8229518533387553,0.842860849255993,0.8597051854392715,0.8731153968348431,0.859263738624122,0.19032535435271145,-0.10192668071588017,0.2046582895190535,0.11234852287142202,0.49404042089475847,0.46693240029256733,0.5923318018681127,0.5862910669317193,-0.1891713109705368,-0.18947429115620643,0.6008609154885268,0.5848474361127298,-0.171098377133383,-0.14723283950364285,1.0,0.9170733925119575,0.9404607047036144,0.9227685859461429,0.37901924940700604,0.7882498094671023,0.8408403566954189,0.884670760104187,0.9101341380024711,0.9227685859461429,0.9290173496042039,0.9315855029049104,0.9301459763655707,0.9262606530782979,0.9279698946354877,0.299127220189141,0.6098896634511661,0.5883349274263466,0.27211317143849123,-0.3881330330376667,-0.3933013413042751,0.31005466209094046,0.3337150824069251,-0.40411520463972955,-0.4250534668864589,0.23264047672826052,0.21026702769003996,-0.43543322813152857,-0.46774046872179226,0.13247935990642234,0.15869897578907247,0.2270442597813427,0.23497996233765225,0.2519813916605259,0.25547012640871714,0.24429613914295575,0.2270442597813427,0.20906563507881235,0.19370626321417317,0.17913562297964494,0.1642218913157704,0.22856450688433885
sd__chm,0.737039768254028,0.622865612064827,0.5877208439650531,-0.16029228899929013,0.32437931505957984,0.4078901222695739,0.48492433967223225,0.5456336625030305,0.5877208439650531,0.6202026535221018,0.6507122519467817,0.6799137105831013,0.706695274322182,0.7514702087021711,0.36811433895966233,0.12715520306131,0.19303793888943832,0.28318185870476026,0.2609520816547326,0.23144062367714227,0.3305957847663446,0.3274076799642314,-0.3909487090064382,-0.38588726918560085,0.32979903301269453,0.31097905430414574,-0.3847323933104815,-0.36624521595370946,0.9170733925119575,1.0,0.9616559394759536,0.9309144515023003,0.5800643654262528,0.6740796070220626,0.777125112908895,0.853462122319778,0.9000324745616085,0.9309144515023003,0.954786063743947,0.9737794661681956,0.9868729031127932,0.9958031469907663,0.9786771153237521,0.5100438925591142,0.7120841357725616,0.6071235125886734,0.47014051592414363,-0.11515277525132114,-0.12187841102260615,0.4917371234561026,0.5224392241257712,-0.14401192548952807,-0.15797080389979287,0.39632961595175953,0.3627177413190709,-0.19740224799281642,-0.23673135852811017,0.3917019723954611,0.42417321468085706,0.4670074848068572,0.4130537707894837,0.4631526516214431,0.4814496315916122,0.47724434355331663,0.4670074848068572,0.4556503924584973,0.44520265065059916,0.43462554854871027,0.42128759403762595,0.4493396979726216
sd__veg_height_mean,0.865811339167007,0.7795055762333519,0.7553193038938645,-0.01438881068267245,0.45525203957890714,0.5620204822989017,0.6518234458916777,0.715749188712216,0.7553193038938645,0.7819177590881312,0.8049276916575459,0.8262260294431647,0.8452672559698015,0.8702319663187477,0.29565534203844096,-0.0387203447256446,0.2382596372184258,0.20234755006805819,0.3615407533362932,0.3335402074864867,0.4518098514774347,0.4469224110977194,-0.2816809187923032,-0.280175745658469,0.4441206977323282,0.42517442180069664,-0.2849945715984667,-0.26662875408590475,0.9404607047036144,0.9616559394759536,1.0,0.9835122974388988,0.5643258335063136,0.8263738665682282,0.9101412253712672,0.9583878808665162,0.9776855489340743,0.9835122974388988,0.9856632775368739,0.9854934135708852,0.982331666013114,0.9756274634173134,0.9735031765208958,0.46534065066715197,0.7349196571647797,0.6451944876890734,0.45834276955718084,-0.20853356893505506,-0.2042174092765528,0.4423828006950279,0.46791803612298355,-0.22702667527594222,-0.24587058423325078,0.37564164988596277,0.35675090726143327,-0.25712655745067825,-0.2869593304996972,0.1891611218589269,0.24589198562282194,0.29870451264911996,0.3533278191921708,0.3688845001417349,0.3559748542596831,0.3272991756710998,0.29870451264911996,0.275381393573778,0.25689630562092436,0.24097425553921534,0.2229477140425506,0.25848569265696225
sd__veg_height_median,0.8904710529471952,0.785252919762469,0.7626937927545988,-0.07392118327654328,0.39766528268755696,0.5143591500483516,0.6225386503713289,0.7068696431402961,0.7626937927545988,0.7995622715663164,0.8277110689896432,0.8509159740515316,0.8707308484582886,0.9259268234486819,0.37060709393301366,0.025515073801412623,0.1442500186630313,0.28209691856227165,0.3650759661486203,0.3372469670493194,0.4613665414822474,0.4579539300567925,-0.2658246793539396,-0.2622807930554876,0.4437300902886962,0.42412018041750416,-0.28221003917419507,-0.26484297826428965,0.9227685859461429,0.9309144515023003,0.9835122974388988,1.0,0.5701641064071703,0.7874833849164161,0.8960605756445129,0.9633964630013683,0.9936571963947971,1.0,0.9963593988561426,0.9873542630879281,0.9748891116733887,0.9580117292691191,0.9678085039957157,0.46859161714781467,0.7222239435418997,0.6096547095692518,0.45742664208013867,-0.24469123926228836,-0.23941141725169307,0.3941362365805559,0.4154207642051683,-0.26364177281148077,-0.28407882934133316,0.31570539349652477,0.29497151683794787,-0.3013685267465985,-0.33206157978823,0.13792829265904374,0.2153027843654293,0.29978208445240956,0.38016211778940806,0.39122253692224607,0.37512243341621865,0.3397536292250405,0.29978208445240956,0.2642251733802615,0.23469932272999655,0.2093739130319307,0.18209003080465483,0.18997656859742285
sd__crr,0.2576718041452047,0.13102721603986095,0.1254568808007208,-0.4235566137588316,-0.2061067158707139,-0.10021495154941237,0.002046910515173598,0.0776698497697141,0.1254568808007208,0.15655931796011016,0.18326388042025463,0.20830181796369107,0.2324269628730031,0.39045602288881276,0.6593027065442092,0.3714459074104061,0.053036622225866914,0.5841895221852358,-0.41685806394029334,-0.43861362407818416,-0.28891620897540016,-0.2933296686172401,-0.7260123156419731,-0.7220292521098725,-0.3358918427964349,-0.3585105909839259,-0.7892283270102097,-0.791488586807153,0.37901924940700604,0.5800643654262528,0.5643258335063136,0.5701641064071703,1.0,0.34552124015329283,0.4904595676030655,0.5500777138033852,0.5662771329850295,0.5701641064071703,0.5740746463946593,0.5790572829562215,0.5828941878757611,0.5834607793736067,0.5806732181224196,0.8710342591213893,0.7372777620887904,0.4638131300317171,0.9363605367021557,0.5195085786206631,0.5224321978045943,0.6977578636215479,0.7116757421079118,0.4619821714523635,0.4486225351296416,0.6461801649004711,0.6184457093023197,0.41427276730726126,0.38073275674987644,0.5671942056059165,0.6560780090093902,0.6541715081040987,0.6740852977732626,0.7162012829190687,0.7079412101744444,0.6808655367357823,0.6541715081040987,0.6352881240730612,0.6206098740557116,0.6090353125080182,0.5913694870124864,0.5278329661906178
